Time (h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),Sugar feed rate(Fs:L/h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Oxygen Uptake Rate(OUR:(g min^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Fault reference(Fault_ref:Fault ref),Batch_Number
56.0,0.0018314,13.118,5.5744,6.5028,297.97,1.3556,65.0,60.0,100.0,1.1088,,0.0,99
56.2,0.0018925,13.089,5.6128,6.5013,297.97,1.3597,72.0,60.0,100.0,1.1158,,0.0,99
56.4,0.0018592,13.134,5.6511,6.5006,297.97,1.3638,72.0,60.0,100.0,1.1168,,0.0,99
56.6,0.0018446,13.164,5.6894,6.5007,297.97,1.3679,72.0,60.0,100.0,1.118,,0.0,99
56.8,0.0018157,13.223,5.7274,6.5014,297.97,1.3719,72.0,60.0,100.0,1.1098,,0.0,99
57.0,0.0017841,13.295,5.765,6.5027,297.97,1.3758,72.0,60.0,100.0,1.0899,,0.0,99
57.2,0.001805,13.276,5.8025,6.5043,297.97,1.3797,72.0,60.0,100.0,1.0975,,0.0,99
57.4,0.0017782,13.337,5.8399,6.505,297.97,1.3837,72.0,60.0,100.0,1.0844,,0.0,99
57.6,0.0017844,13.35,5.8776,6.5055,297.97,1.3876,72.0,60.0,100.0,1.0815,,0.0,99
57.8,0.0017956,13.34,5.9151,6.5043,297.98,1.3915,72.0,60.0,100.0,1.0939,,0.0,99
58.0,0.0017901,13.35,5.9527,6.5026,297.98,1.3954,72.0,60.0,100.0,1.098,,0.0,99
58.2,0.0018417,13.288,5.9907,6.5003,297.99,1.3993,72.0,60.0,100.0,1.1217,,0.0,99
58.4,0.0018521,13.278,6.0288,6.4992,297.99,1.4033,72.0,60.0,100.0,1.1401,,0.0,99
58.6,0.0018551,13.294,6.0667,6.4989,298.0,1.4074,72.0,60.0,100.0,1.135,,0.0,99
58.8,0.0019153,13.226,6.1049,6.4985,298.01,1.4115,72.0,60.0,100.0,1.1614,,0.0,99
59.0,0.0019093,13.246,6.1427,6.4987,298.01,1.4156,72.0,60.0,100.0,1.1716,,0.0,99
59.2,0.0018894,13.256,6.1804,6.5004,298.01,1.4198,72.0,60.0,100.0,1.1842,,0.0,99
59.4,0.001883,13.261,6.2176,6.5025,298.01,1.4239,72.0,60.0,100.0,1.1985,,0.0,99
59.6,0.001861,13.278,6.2544,6.5043,298.01,1.428,72.0,60.0,100.0,1.2083,,0.0,99
59.8,0.0018417,13.301,6.2909,6.5049,298.01,1.4321,72.0,60.0,100.0,1.2151,,0.0,99
60.0,0.0018071,13.352,6.3272,6.5053,298.0,1.4362,72.0,60.0,100.0,1.209,18.386,0.0,99
60.2,0.0018515,13.324,6.3634,6.5031,298.0,1.4403,76.0,60.0,100.0,1.2248,,0.0,99
60.4,0.0018699,13.318,6.3994,6.4993,298.0,1.4444,76.0,60.0,100.0,1.2329,,0.0,99
60.6,0.0019089,13.291,6.4357,6.4954,298.01,1.4486,76.0,60.0,100.0,1.2433,,0.0,99
60.8,0.0018381,13.377,6.472,6.4947,298.0,1.4527,76.0,60.0,100.0,1.2312,,0.0,99
61.0,0.0017975,13.426,6.5078,6.4966,298.0,1.4568,76.0,60.0,100.0,1.2322,,0.0,99
61.2,0.0018033,13.408,6.5437,6.4995,298.0,1.4609,76.0,60.0,100.0,1.254,,0.0,99
61.4,0.0017649,13.466,6.5795,6.5025,297.99,1.4649,76.0,60.0,100.0,1.2472,,0.0,99
61.6,0.0017507,13.498,6.6154,6.5056,297.99,1.4689,76.0,60.0,100.0,1.246,,0.0,99
61.8,0.0017554,13.497,6.651,6.5084,297.98,1.4728,76.0,60.0,100.0,1.2522,,0.0,99
62.0,0.0017844,13.478,6.6869,6.5067,297.98,1.4769,76.0,60.0,100.0,1.2602,,0.0,99
62.2,0.0017897,13.493,6.7225,6.504,297.99,1.4809,76.0,60.0,100.0,1.2592,,0.0,99
62.4,0.0018028,13.483,6.7578,6.4986,297.99,1.485,76.0,60.0,100.0,1.2653,,0.0,99
62.6,0.0017831,13.512,6.7932,6.4942,297.99,1.4891,76.0,60.0,100.0,1.2674,,0.0,99
62.8,0.0017892,13.529,6.8283,6.4921,297.99,1.4931,76.0,60.0,100.0,1.2636,,0.0,99
63.0,0.0017765,13.568,6.8635,6.4949,297.99,1.4972,76.0,60.0,100.0,1.261,,0.0,99
63.2,0.0017306,13.666,6.8985,6.4999,297.99,1.5012,76.0,60.0,100.0,1.229,,0.0,99
63.4,0.0017069,13.722,6.9333,6.5051,297.98,1.5052,76.0,60.0,100.0,1.2059,,0.0,99
63.6,0.0016894,13.762,6.9683,6.5092,297.98,1.5091,76.0,60.0,100.0,1.1924,,0.0,99
63.8,0.001677,13.788,7.0029,6.511,297.98,1.513,76.0,60.0,100.0,1.1909,,0.0,99
64.0,0.0016664,13.804,7.0378,6.5096,297.98,1.5169,76.0,60.0,100.0,1.1905,,0.0,99
64.2,0.0017073,13.783,7.0731,6.5049,297.98,1.5208,80.0,60.0,100.0,1.2059,,0.0,99
64.4,0.0017423,13.749,7.1086,6.4987,297.99,1.5248,80.0,60.0,100.0,1.2244,,0.0,99
64.6,0.0017754,13.717,7.1441,6.494,298.0,1.5289,80.0,60.0,100.0,1.2435,,0.0,99
64.8,0.0018103,13.699,7.1797,6.4916,298.01,1.533,80.0,60.0,100.0,1.2634,,0.0,99
65.0,0.0018078,13.714,7.2152,6.493,298.01,1.5371,80.0,60.0,100.0,1.2724,,0.0,99
65.2,0.0017761,13.768,7.2504,6.4979,298.01,1.5412,80.0,60.0,100.0,1.2722,,0.0,99
65.4,0.00175,13.81,7.2853,6.5033,298.0,1.5453,80.0,60.0,100.0,1.2688,,0.0,99
65.6,0.0017627,13.819,7.3201,6.5078,298.0,1.5493,80.0,60.0,100.0,1.2733,,0.0,99
65.8,0.0017719,13.828,7.3549,6.5084,298.0,1.5534,80.0,60.0,100.0,1.2733,,0.0,99
66.0,0.0017879,13.822,7.3897,6.5052,298.0,1.5575,80.0,60.0,100.0,1.2807,,0.0,99
66.2,0.0018451,13.788,7.4246,6.4994,298.01,1.5617,80.0,60.0,100.0,1.2937,,0.0,99
66.4,0.0018205,13.815,7.4594,6.4937,298.01,1.5659,80.0,60.0,100.0,1.2975,,0.0,99
66.6,0.0018245,13.831,7.494,6.4909,298.01,1.57,80.0,60.0,100.0,1.3003,,0.0,99
66.8,0.0018097,13.865,7.5285,6.4917,298.01,1.5742,80.0,60.0,100.0,1.2976,,0.0,99
67.0,0.0018253,13.899,7.5628,6.4952,298.01,1.5784,80.0,60.0,100.0,1.2819,,0.0,99
67.2,0.0018068,13.941,7.5968,6.501,298.0,1.5826,80.0,60.0,100.0,1.2805,,0.0,99
67.4,0.0018275,13.93,7.6311,6.5046,298.0,1.5868,80.0,60.0,100.0,1.29,,0.0,99
67.6,0.0018403,13.923,7.6656,6.5071,298.0,1.5911,80.0,60.0,100.0,1.302,,0.0,99
67.8,0.0018719,13.903,7.7002,6.5077,298.01,1.5954,80.0,60.0,100.0,1.3208,,0.0,99
68.0,0.0018297,13.967,7.735,6.5068,298.01,1.5996,80.0,60.0,100.0,1.3028,,0.0,99
68.2,0.0018656,13.943,7.7697,6.5041,298.01,1.6039,84.0,60.0,100.0,1.3212,,0.0,99
68.4,0.0018683,13.946,7.8044,6.5008,298.01,1.6082,84.0,60.0,100.0,1.3348,,0.0,99
68.6,0.0018566,13.975,7.8388,6.4979,298.01,1.6126,84.0,60.0,100.0,1.3352,,0.0,99
68.8,0.0018465,13.971,7.8728,6.4955,298.0,1.6169,84.0,60.0,100.0,1.3589,,0.0,99
69.0,0.0018356,14.009,7.9068,6.4945,298.0,1.6212,84.0,60.0,100.0,1.353,,0.0,99
69.2,0.0017804,14.074,7.9406,6.4982,298.0,1.6254,84.0,60.0,100.0,1.3469,,0.0,99
69.4,0.0017778,14.074,7.974,6.5021,297.99,1.6297,84.0,60.0,100.0,1.3669,,0.0,99
69.6,0.0017612,14.114,8.0072,6.5067,297.99,1.6338,84.0,60.0,100.0,1.3688,,0.0,99
69.8,0.0017839,14.112,8.0403,6.5094,297.99,1.638,84.0,60.0,100.0,1.3754,,0.0,99
70.0,0.0017877,14.123,8.0736,6.5101,297.99,1.6423,84.0,60.0,100.0,1.3728,,0.0,99
70.2,0.0017976,14.127,8.1068,6.5078,297.99,1.6465,84.0,60.0,100.0,1.3792,,0.0,99
70.4,0.0018162,14.097,8.1405,6.5028,298.0,1.6508,84.0,60.0,100.0,1.3992,,0.0,99
70.6,0.0018814,14.033,8.1744,6.4976,298.01,1.6552,84.0,60.0,100.0,1.4327,,0.0,99
70.8,0.0018233,14.093,8.2078,6.4957,298.01,1.6596,84.0,60.0,100.0,1.4337,,0.0,99
71.0,0.0018516,14.097,8.2411,6.4952,298.01,1.664,84.0,60.0,100.0,1.438,,0.0,99
71.2,0.0018811,14.097,8.2742,6.4955,298.01,1.6685,84.0,60.0,100.0,1.448,,0.0,99
71.4,0.0018438,14.151,8.3068,6.4976,298.01,1.6729,84.0,60.0,100.0,1.4454,,0.0,99
71.6,0.0017775,14.235,8.3394,6.5016,298.0,1.6772,84.0,60.0,100.0,1.4286,,0.0,99
71.8,0.0017802,14.271,8.3719,6.5051,298.0,1.6815,84.0,60.0,100.0,1.4199,,0.0,99
72.0,0.0017667,14.304,8.4044,6.5081,297.99,1.6858,84.0,60.0,100.0,1.4197,19.559,0.0,99
72.2,0.0018858,14.217,8.4371,6.508,298.0,1.6901,90.0,60.0,100.0,1.4595,,0.0,99
72.4,0.0018899,14.212,8.4698,6.5055,298.0,1.6946,90.0,60.0,100.0,1.4831,,0.0,99
72.6,0.0019191,14.204,8.5024,6.5014,298.01,1.6991,90.0,60.0,100.0,1.4942,,0.0,99
72.8,0.0019311,14.209,8.5352,6.4969,298.01,1.7037,90.0,60.0,100.0,1.501,,0.0,99
73.0,0.0019164,14.232,8.5681,6.4949,298.01,1.7083,90.0,60.0,100.0,1.5069,,0.0,99
73.2,0.0019147,14.255,8.6009,6.4955,298.01,1.7129,90.0,60.0,100.0,1.5097,,0.0,99
73.4,0.0019092,14.292,8.6335,6.4975,298.01,1.7175,90.0,60.0,100.0,1.5054,,0.0,99
73.6,0.0019273,14.277,8.6661,6.4996,298.01,1.7221,90.0,60.0,100.0,1.5256,,0.0,99
73.8,0.0018989,14.318,8.6984,6.5025,298.01,1.7267,90.0,60.0,100.0,1.5249,,0.0,99
74.0,0.0018323,14.401,8.7308,6.5052,298.0,1.7312,90.0,60.0,100.0,1.5053,,0.0,99
74.2,0.0018053,14.445,8.7629,6.5045,298.0,1.7357,90.0,60.0,100.0,1.4945,,0.0,99
74.4,0.0018278,14.422,8.7949,6.5038,298.0,1.7402,90.0,60.0,100.0,1.5161,,0.0,99
74.6,0.0018294,14.448,8.8268,6.502,298.0,1.7447,90.0,60.0,100.0,1.5152,,0.0,99
74.8,0.0018215,14.467,8.8584,6.4993,298.0,1.7493,90.0,60.0,100.0,1.5205,,0.0,99
75.0,0.0017754,14.53,8.8902,6.4989,298.0,1.7538,90.0,60.0,100.0,1.5088,,0.0,99
75.2,0.0017287,13.65,8.9314,6.5019,298.08,1.7582,90.0,60.0,100.0,1.7961,,0.0,99
75.4,0.0017237,13.634,8.9725,6.5048,298.13,1.7625,90.0,60.0,100.0,1.8383,,0.0,99
75.6,0.0016814,13.646,9.0136,6.5073,298.15,1.7668,90.0,60.0,100.0,1.8375,,0.0,99
75.8,0.001643,13.652,9.0546,6.5085,298.15,1.7711,90.0,60.0,100.0,1.8329,,0.0,99
76.0,0.0016643,13.592,9.0958,6.5069,298.15,1.7753,90.0,60.0,100.0,1.8464,,0.0,99
76.2,0.0022695,13.071,9.1368,6.4929,298.18,1.7804,116.0,60.0,100.0,2.005,,0.0,99
76.4,0.0023068,13.034,9.1772,6.4844,298.19,1.7859,116.0,60.0,100.0,2.03,,0.0,99
76.6,0.0022408,13.086,9.2179,6.4828,298.17,1.7915,116.0,60.0,100.0,2.0093,,0.0,99
76.8,0.0022587,13.032,9.2585,6.4853,298.16,1.7971,116.0,60.0,100.0,2.0295,,0.0,99
77.0,0.0022391,13.028,9.2994,6.4896,298.15,1.8026,116.0,60.0,100.0,2.0354,,0.0,99
77.2,0.0022178,13.029,9.3407,6.4948,298.14,1.8081,116.0,60.0,100.0,2.0298,,0.0,99
77.4,0.0022045,13.023,9.3819,6.5005,298.11,1.8136,116.0,60.0,100.0,2.0275,,0.0,99
77.6,0.0021932,12.993,9.4233,6.5058,298.1,1.8191,116.0,60.0,100.0,2.0378,,0.0,99
77.8,0.0021712,12.968,9.465,6.5103,298.08,1.8245,116.0,60.0,100.0,2.0479,,0.0,99
78.0,0.0021356,12.954,9.5068,6.5138,298.06,1.8299,116.0,60.0,100.0,2.0496,,0.0,99
78.2,0.0020855,12.95,9.5491,6.5156,298.04,1.8353,116.0,60.0,100.0,2.0488,,0.0,99
78.4,0.0021118,12.875,9.5919,6.5146,298.04,1.8406,116.0,60.0,100.0,2.0746,,0.0,99
78.6,0.0020843,12.861,9.6351,6.5112,298.03,1.846,116.0,60.0,100.0,2.0729,,0.0,99
78.8,0.0020788,12.833,9.6784,6.5055,298.04,1.8513,116.0,60.0,100.0,2.0758,,0.0,99
79.0,0.0020385,12.808,9.7222,6.4997,298.03,1.8566,116.0,60.0,100.0,2.0966,,0.0,99
79.2,0.00201,12.809,9.7663,6.4948,298.03,1.8618,116.0,60.0,100.0,2.0909,,0.0,99
79.4,0.002051,12.751,9.81,6.4925,298.02,1.867,116.0,60.0,100.0,2.107,,0.0,99
79.6,0.0020005,12.782,9.8539,6.4934,298.02,1.8723,116.0,60.0,100.0,2.0907,,0.0,99
79.8,0.0019871,12.792,9.8977,6.4961,298.01,1.8775,116.0,60.0,100.0,2.0783,,0.0,99
80.0,0.0019995,12.749,9.9418,6.4989,298.02,1.8827,116.0,60.0,100.0,2.0887,,0.0,99
80.2,0.0012708,13.556,9.9805,6.5153,297.96,1.8868,90.0,60.0,100.0,1.8642,,0.0,99
80.4,0.0012638,13.545,10.02,6.5262,297.92,1.8904,90.0,60.0,100.0,1.8247,,0.0,99
80.6,0.0012398,13.542,10.058,6.5295,298.19,1.8938,90.0,60.0,100.0,1.8122,,0.0,99
80.8,0.0011945,13.553,10.096,6.5207,298.14,1.8972,90.0,60.0,100.0,1.8003,,0.0,99
81.0,0.0011796,13.538,10.135,6.5014,298.08,1.9005,90.0,60.0,100.0,1.7998,,0.0,99
81.2,0.0011697,13.532,10.173,6.4835,298.03,1.9037,90.0,60.0,100.0,1.7934,,0.0,99
81.4,0.00118,13.517,10.211,6.4779,298.0,1.907,90.0,60.0,100.0,1.7919,,0.0,99
81.6,0.0011781,13.507,10.249,6.4832,297.98,1.9103,90.0,60.0,100.0,1.797,,0.0,99
81.8,0.0011677,13.527,10.287,6.4946,297.97,1.9137,90.0,60.0,100.0,1.7833,,0.0,99
82.0,0.001176,13.514,10.324,6.5066,297.97,1.917,90.0,60.0,100.0,1.7854,,0.0,99
82.2,0.0011839,13.471,10.362,6.5144,297.97,1.9203,90.0,60.0,100.0,1.7983,,0.0,99
82.4,0.0011673,13.462,10.4,6.5163,297.98,1.9236,90.0,60.0,100.0,1.8009,,0.0,99
82.6,0.0011121,13.509,10.436,6.5128,297.97,1.9267,90.0,60.0,100.0,1.7836,,0.0,99
82.8,0.0010988,13.499,10.473,6.5031,297.98,1.9299,90.0,60.0,100.0,1.7844,,0.0,99
83.0,0.0010698,13.519,10.508,6.4943,297.97,1.9329,90.0,60.0,100.0,1.7775,,0.0,99
83.2,0.0010622,13.502,10.544,6.4903,297.97,1.9359,90.0,60.0,100.0,1.786,,0.0,99
83.4,0.0010609,13.487,10.579,6.4915,297.97,1.9389,90.0,60.0,100.0,1.7937,,0.0,99
83.6,0.0010282,13.51,10.614,6.4964,297.97,1.9418,90.0,60.0,100.0,1.793,,0.0,99
83.8,0.0010137,13.517,10.648,6.5049,297.96,1.9447,90.0,60.0,100.0,1.7891,,0.0,99
84.0,0.0010368,13.465,10.684,6.5105,297.96,1.9476,90.0,60.0,100.0,1.8024,21.561,0.0,99
84.2,0.0010607,13.43,10.719,6.512,297.97,1.9506,90.0,60.0,100.0,1.8038,,0.0,99
84.4,0.0010682,13.391,10.755,6.5089,297.98,1.9535,90.0,60.0,100.0,1.8137,,0.0,99
84.6,0.0010661,13.369,10.79,6.5023,297.98,1.9565,90.0,60.0,100.0,1.8208,,0.0,99
84.8,0.0010629,13.343,10.826,6.4958,297.98,1.9595,90.0,60.0,100.0,1.8358,,0.0,99
85.0,0.0010908,13.292,10.862,6.4916,297.99,1.9625,90.0,60.0,100.0,1.8531,,0.0,99
85.2,0.0010579,13.298,10.898,6.4936,297.98,1.9654,90.0,60.0,100.0,1.8643,,0.0,99
85.4,0.0010547,13.292,10.933,6.4991,297.98,1.9684,90.0,60.0,100.0,1.8648,,0.0,99
85.6,0.0010446,13.285,10.969,6.5046,297.98,1.9713,90.0,60.0,100.0,1.864,,0.0,99
85.8,0.0010276,13.3,11.004,6.5104,297.98,1.9742,90.0,60.0,100.0,1.8533,,0.0,99
86.0,0.0010457,13.245,11.04,6.5119,297.99,1.9771,90.0,60.0,100.0,1.8652,,0.0,99
86.2,0.0010746,13.16,11.077,6.5063,297.99,1.98,90.0,60.0,100.0,1.8968,,0.0,99
86.4,0.0010838,13.131,11.114,6.4986,297.99,1.983,90.0,60.0,100.0,1.9069,,0.0,99
86.6,0.0010949,13.106,11.152,6.4924,297.99,1.986,90.0,60.0,100.0,1.9142,,0.0,99
86.8,0.0010987,13.092,11.189,6.4918,298.0,1.989,90.0,60.0,100.0,1.9132,,0.0,99
87.0,0.0010887,13.089,11.227,6.4966,298.0,1.992,90.0,60.0,100.0,1.9134,,0.0,99
87.2,0.001084,13.081,11.265,6.5031,298.0,1.995,90.0,60.0,100.0,1.9125,,0.0,99
87.4,0.0010812,13.065,11.303,6.5076,297.99,1.998,90.0,60.0,100.0,1.9116,,0.0,99
87.6,0.0011037,13.0,11.341,6.509,297.99,2.0011,90.0,60.0,100.0,1.93,,0.0,99
87.8,0.0010907,13.002,11.38,6.5061,297.99,2.0041,90.0,60.0,100.0,1.9243,,0.0,99
88.0,0.0010845,12.995,11.418,6.4995,297.99,2.0072,90.0,60.0,100.0,1.9197,,0.0,99
88.2,0.0011071,12.949,11.457,6.4938,298.0,2.0102,90.0,60.0,100.0,1.9277,,0.0,99
88.4,0.0010694,13.005,11.495,6.4936,297.99,2.0133,90.0,60.0,100.0,1.9058,,0.0,99
88.6,0.0010936,12.966,11.534,6.4964,297.99,2.0163,90.0,60.0,100.0,1.9076,,0.0,99
88.8,0.001096,12.947,11.572,6.4995,297.99,2.0193,90.0,60.0,100.0,1.9142,,0.0,99
89.0,0.0011165,12.909,11.611,6.5007,297.98,2.0224,90.0,60.0,100.0,1.9192,,0.0,99
89.2,0.0011113,12.915,11.65,6.5016,297.98,2.0255,90.0,60.0,100.0,1.9086,,0.0,99
89.4,0.00112,12.883,11.689,6.5014,297.98,2.0287,90.0,60.0,100.0,1.9138,,0.0,99
89.6,0.0011254,12.863,11.728,6.5007,297.98,2.0318,90.0,60.0,100.0,1.9184,,0.0,99
89.8,0.0011239,12.86,11.767,6.4999,297.99,2.0349,90.0,60.0,100.0,1.9127,,0.0,99
90.0,0.0011262,12.841,11.806,6.4989,297.99,2.0381,90.0,60.0,100.0,1.9119,,0.0,99
90.2,0.0011021,13.346,11.845,6.5005,297.99,1.6617,90.0,75.0,100.0,1.8552,,0.0,99
90.4,0.0011026,13.34,11.884,6.502,297.98,1.6435,90.0,75.0,100.0,1.7879,,0.0,99
90.6,0.001083,13.356,11.923,6.5028,297.98,1.6447,90.0,75.0,100.0,1.7668,,0.0,99
90.8,0.0010622,13.354,11.962,6.5034,297.98,1.647,90.0,75.0,100.0,1.7744,,0.0,99
91.0,0.0010551,13.351,12.0,6.503,297.98,1.6493,90.0,75.0,100.0,1.772,,0.0,99
91.2,0.0010574,13.336,12.038,6.5024,297.98,1.6517,90.0,75.0,100.0,1.7734,,0.0,99
91.4,0.0010581,13.328,12.077,6.5012,297.99,1.654,90.0,75.0,100.0,1.769,,0.0,99
91.6,0.0010586,13.301,12.116,6.4994,297.99,1.6564,90.0,75.0,100.0,1.7863,,0.0,99
91.8,0.0010434,13.309,12.154,6.4989,297.99,1.6587,90.0,75.0,100.0,1.7815,,0.0,99
92.0,0.0010909,13.224,12.193,6.4975,297.99,1.6611,90.0,75.0,100.0,1.8078,,0.0,99
92.2,0.0011052,13.182,12.233,6.4978,298.0,1.6635,90.0,75.0,100.0,1.8284,,0.0,99
92.4,0.0011068,13.171,12.273,6.5,298.01,1.6659,90.0,75.0,100.0,1.8291,,0.0,99
92.6,0.0010877,13.171,12.312,6.5019,298.01,1.6683,90.0,75.0,100.0,1.8335,,0.0,99
92.8,0.0010743,13.155,12.351,6.505,298.01,1.6707,90.0,75.0,100.0,1.8511,,0.0,99
93.0,0.0010764,13.129,12.39,6.5064,298.01,1.6731,90.0,75.0,100.0,1.8654,,0.0,99
93.2,0.0011034,13.094,12.43,6.5047,298.01,1.6755,90.0,75.0,100.0,1.8624,,0.0,99
93.4,0.0010933,13.094,12.47,6.5028,298.01,1.6779,90.0,75.0,100.0,1.8531,,0.0,99
93.6,0.0010789,13.085,12.51,6.5005,298.01,1.6803,90.0,75.0,100.0,1.858,,0.0,99
93.8,0.0010754,13.073,12.55,6.4989,298.01,1.6827,90.0,75.0,100.0,1.8612,,0.0,99
94.0,0.0010596,13.083,12.59,6.4992,298.01,1.685,90.0,75.0,100.0,1.8519,,0.0,99
94.2,0.001061,13.063,12.63,6.5012,298.01,1.6874,90.0,75.0,100.0,1.8578,,0.0,99
94.4,0.00101,13.124,12.67,6.5059,298.0,1.6897,90.0,75.0,100.0,1.8345,,0.0,99
94.6,0.00098318,13.132,12.709,6.5087,298.0,1.6919,90.0,75.0,100.0,1.8345,,0.0,99
94.8,0.00098102,13.107,12.749,6.5069,297.99,1.694,90.0,75.0,100.0,1.8462,,0.0,99
95.0,0.00097937,13.086,12.788,6.5021,297.99,1.6962,90.0,75.0,100.0,1.8589,,0.0,99
95.2,0.00098102,13.066,12.828,6.4976,297.98,1.6983,90.0,75.0,100.0,1.866,,0.0,99
95.4,0.00094983,13.107,12.867,6.4959,297.98,1.7004,90.0,75.0,100.0,1.8525,,0.0,99
95.6,0.00093897,13.088,12.905,6.4975,297.98,1.7025,90.0,75.0,100.0,1.8697,,0.0,99
95.8,0.00090216,13.12,12.943,6.5014,297.98,1.7045,90.0,75.0,100.0,1.8657,,0.0,99
96.0,0.00090795,13.1,12.981,6.5043,297.98,1.7066,90.0,75.0,100.0,1.8667,22.929,0.0,99
96.2,0.00089811,13.1,13.018,6.5057,297.98,1.7086,90.0,75.0,100.0,1.8609,,0.0,99
96.4,0.00089617,13.082,13.056,6.5056,297.98,1.7106,90.0,75.0,100.0,1.8641,,0.0,99
96.6,0.00089153,13.077,13.093,6.5038,297.98,1.7126,90.0,75.0,100.0,1.859,,0.0,99
96.8,0.00089392,13.052,13.13,6.4992,297.98,1.7146,90.0,75.0,100.0,1.8653,,0.0,99
97.0,0.00091278,12.999,13.168,6.4942,297.99,1.7166,90.0,75.0,100.0,1.8817,,0.0,99
97.2,0.0009274,12.95,13.207,6.4909,297.99,1.7187,90.0,75.0,100.0,1.9109,,0.0,99
97.4,0.00093472,12.942,13.245,6.4934,297.99,1.7208,90.0,75.0,100.0,1.9133,,0.0,99
97.6,0.00096511,12.893,13.283,6.498,298.0,1.7229,90.0,75.0,100.0,1.9221,,0.0,99
97.8,0.00095099,12.907,13.322,6.5027,298.0,1.7251,90.0,75.0,100.0,1.9118,,0.0,99
98.0,0.00095309,12.896,13.36,6.5069,298.0,1.7273,90.0,75.0,100.0,1.9173,,0.0,99
98.2,0.00095394,12.887,13.398,6.5085,298.01,1.7294,90.0,75.0,100.0,1.9131,,0.0,99
98.4,0.00097265,12.852,13.437,6.5068,298.01,1.7316,90.0,75.0,100.0,1.9112,,0.0,99
98.6,0.00098277,12.802,13.476,6.5013,298.02,1.7338,90.0,75.0,100.0,1.9272,,0.0,99
98.8,0.00096308,12.82,13.514,6.4969,298.02,1.7359,90.0,75.0,100.0,1.9194,,0.0,99
99.0,0.00099576,12.776,13.553,6.4935,298.03,1.7382,90.0,75.0,100.0,1.9225,,0.0,99
99.2,0.0010018,12.769,13.592,6.494,298.03,1.7404,90.0,75.0,100.0,1.9209,,0.0,99
99.4,0.0010173,12.765,13.631,6.4951,298.04,1.7427,90.0,75.0,100.0,1.9004,,0.0,99
99.6,0.00099768,12.788,13.67,6.4987,298.04,1.7449,90.0,75.0,100.0,1.8885,,0.0,99
99.8,0.00098988,12.805,13.709,6.5036,298.04,1.7472,90.0,75.0,100.0,1.8716,,0.0,99
100.0,0.087795,12.296,13.709,6.5403,297.96,4.2435,90.0,20.0,100.0,0.97953,,1.0,99
100.2,0.19886,11.371,13.695,6.6045,297.88,5.4055,90.0,20.0,100.0,1.2213,,1.0,99
100.4,0.31725,11.287,13.682,6.6484,297.93,5.9234,90.0,20.0,100.0,1.3824,,1.0,99
100.6,0.44231,11.249,13.669,6.6787,297.86,6.1347,90.0,20.0,100.0,1.4737,,1.0,99
100.8,0.57442,11.23,13.656,6.7003,297.94,6.2035,90.0,20.0,100.0,1.5205,,1.0,99
101.0,0.70844,11.228,13.644,6.717,297.88,6.2053,90.0,20.0,100.0,1.5391,,1.0,99
101.2,0.84483,11.23,13.631,6.7305,297.98,6.1754,90.0,20.0,100.0,1.5413,,1.0,99
101.4,0.98308,11.245,13.618,6.7418,297.9,6.131,90.0,20.0,100.0,1.5326,,1.0,99
101.6,1.125,11.248,13.605,6.7514,298.07,6.0797,90.0,20.0,100.0,1.5198,,1.0,99
101.8,1.2707,11.269,13.592,6.7596,297.97,6.0254,90.0,20.0,100.0,1.5022,,1.0,99
102.0,1.4173,11.271,13.579,6.7664,297.88,5.9696,90.0,20.0,100.0,1.4849,,1.0,99
102.2,1.5656,11.261,13.566,6.7232,297.95,5.9315,90.0,20.0,100.0,1.4726,,1.0,99
102.4,1.7115,11.246,13.553,6.6837,297.87,5.9144,90.0,20.0,100.0,1.4672,,1.0,99
102.6,1.8621,11.256,13.54,6.6475,298.06,5.9064,90.0,20.0,100.0,1.4618,,1.0,99
102.8,2.0144,11.269,13.527,6.6138,297.94,5.9026,90.0,20.0,100.0,1.456,,1.0,99
103.0,2.1686,11.25,13.513,6.5823,298.27,5.9006,90.0,20.0,100.0,1.4548,,1.0,99
103.2,2.3223,11.236,13.5,6.5524,298.1,5.8994,90.0,20.0,100.0,1.4556,,1.0,99
103.4,2.475,11.23,13.487,6.5238,297.95,5.8986,90.0,20.0,100.0,1.4561,,1.0,99
103.6,2.6246,11.175,13.474,6.5108,298.1,5.898,90.0,20.0,100.0,1.4613,,1.0,99
103.8,2.7708,11.184,13.461,6.4984,297.97,5.8974,90.0,20.0,100.0,1.462,,1.0,99
104.0,2.9147,11.193,13.448,6.4883,297.86,5.8969,90.0,20.0,100.0,1.4601,,1.0,99
104.2,3.0613,11.212,13.435,6.4862,297.94,5.8964,90.0,20.0,100.0,1.4565,,1.0,99
104.4,3.207,11.24,13.421,6.493,297.87,5.8958,90.0,20.0,100.0,1.4508,,1.0,99
104.6,3.3561,11.252,13.408,6.5043,297.98,5.8953,90.0,20.0,100.0,1.4458,,1.0,99
104.8,3.5081,11.242,13.395,6.5133,297.89,5.8948,90.0,20.0,100.0,1.4433,,1.0,99
